09-24 02:45:10 pair run: kiota-java-1.10.0, 14 MCIs, 13 to do, model gpt-5.6-luna
09-24 05:52:08   V1 ChannelHandlerContext::1: SUCCESS  model 14.35s (4 calls), audit 2.09s, total 144s, baseline reused
09-24 05:54:43 pair run: dubbo-3.3.6, 99 MCIs, 49 to do, model gpt-5.6-luna
09-24 05:57:33   V2 ChannelHandlerContext::2: SUCCESS  model 36.27s (5 calls), audit 2.33s, total 170s, baseline reused
09-24 05:57:41   V1 ChannelHandlerContext::2: MODEL_DECLINED  model 8.35s (2 calls), audit 0s, total 9s, baseline -  | V1: The reusable method requires channel and future, but future is declared after context is first used by when(context.channel()).thenReturn(channel).
09-24 06:02:20   V2 ChannelHandlerContext::3: SUCCESS  model 21.75s (4 calls), audit 2.67s, total 279s, baseline -
09-24 06:03:40   V1 ChannelHandlerContext::3: FAILED_SYNTACTIC_VALIDITY  model 17.34s (3 calls), audit 0s, total 79s, baseline reused  | Compilation did not pass / ±àÒëÎ´Í¨¹ı
09-24 06:06:25   V2 ChannelHandlerContext::4: SUCCESS  model 33.74s (5 calls), audit 2.32s, total 165s, baseline reused
09-24 06:06:48   V1 ChannelHandlerContext::4: SUCCESS  model 19.99s (5 calls), audit 2.14s, total 22s, baseline reused
09-24 06:11:14   V2 ChannelHandlerContext::5: SUCCESS  model 8.15s (2 calls), audit 3.34s, total 266s, baseline -
09-24 06:13:47   V1 ChannelHandlerContext::5: FAILED_BEHAVIORAL_EQUIVALENCE  model 21.7s (4 calls), audit 0s, total 153s, baseline reused  | Test execution did not pass / ²âÊÔÖ´ĞĞÎ´Í¨¹ı
09-24 06:18:22   V2 ChannelHandlerContext::6: SUCCESS  model 7.22s (2 calls), audit 3.11s, total 275s, baseline -
09-24 06:20:49   V1 ChannelHandlerContext::6: FAILED_BEHAVIORAL_EQUIVALENCE  model 18.5s (4 calls), audit 0s, total 147s, baseline reused  | Test execution did not pass / ²âÊÔÖ´ĞĞÎ´Í¨¹ı
09-24 06:22:31   V2 org.apache.dubbo.rpc.Invoker::1: SUCCESS  model 30.17s (4 calls), audit 14.25s, total 102s, baseline -
09-24 06:22:52   V1 org.apache.dubbo.rpc.Invoker::1: FAILED_SYNTACTIC_VALIDITY  model 20.63s (3 calls), audit 0s, total 21s, baseline -  | Model's edits could not be applied / Ä£ĞÍ¸ø³öµÄ±à¼­ÎŞ·¨Ó¦ÓÃ: V1 output could not be written back: dubbo-cluster\src\test\java\org\apache\dubbo\rpc\cluster\support\Mergeabl
09-24 06:25:44   V2 org.apache.dubbo.rpc.Invoker::2: FAILED_BEHAVIORAL_EQUIVALENCE  model 139.63s (13 calls), audit 0s, total 172s, baseline reused  | Test execution did not pass / ²âÊÔÖ´ĞĞÎ´Í¨¹ı
09-24 06:27:05   V1 org.apache.dubbo.rpc.Invoker::2: FAILED_SYNTACTIC_VALIDITY  model 80.7s (9 calls), audit 0s, total 81s, baseline -  | Model's edits could not be applied / Ä£ĞÍ¸ø³öµÄ±à¼­ÎŞ·¨Ó¦ÓÃ: V1 output could not be written back: dubbo-cluster\src\test\java\org\apache\dubbo\rpc\cluster\support\Mergeabl
09-24 06:34:46   V2 org.apache.dubbo.rpc.Invoker::3: SUCCESS  model 400.05s (38 calls), audit 3.86s, total 461s, baseline -
09-24 06:38:11   V1 org.apache.dubbo.rpc.Invoker::3: FAILED_SYNTACTIC_VALIDITY  model 204.79s (22 calls), audit 0s, total 205s, baseline -  | Model's edits could not be applied / Ä£ĞÍ¸ø³öµÄ±à¼­ÎŞ·¨Ó¦ÓÃ: V1 output could not be written back: dubbo-cluster\src\test\java\org\apache\dubbo\rpc\cluster\support\Connecti
09-24 06:46:16   V2 org.apache.dubbo.rpc.Invoker::4: FAILED_BEHAVIORAL_EQUIVALENCE  model 159.97s (18 calls), audit 0s, total 486s, baseline -  | Test execution did not pass / ²âÊÔÖ´ĞĞÎ´Í¨¹ı
09-24 06:49:01   V1 org.apache.dubbo.rpc.Invoker::4: FAILED_SYNTACTIC_VALIDITY  model 153.34s (15 calls), audit 0s, total 165s, baseline reused  | Compilation did not pass / ±àÒëÎ´Í¨¹ı
09-24 06:51:03   V2 org.apache.dubbo.rpc.Invoker::5: SUCCESS  model 73.55s (10 calls), audit 2.57s, total 122s, baseline -
09-24 06:52:11   V1 org.apache.dubbo.rpc.Invoker::5: FAILED_SYNTACTIC_VALIDITY  model 57.3s (9 calls), audit 0s, total 68s, baseline reused  | Compilation did not pass / ±àÒëÎ´Í¨¹ı
09-24 06:54:21   V2 org.apache.dubbo.rpc.Invoker::6: SUCCESS  model 66.11s (11 calls), audit 3.3s, total 116s, baseline -
09-24 06:55:47   V1 org.apache.dubbo.rpc.Invoker::6: FAILED_SYNTACTIC_VALIDITY  model 74.59s (10 calls), audit 0s, total 85s, baseline reused  | Compilation did not pass / ±àÒëÎ´Í¨¹ı
09-24 06:57:03   V2 org.apache.dubbo.rpc.Invoker::7: SUCCESS  model 20.12s (5 calls), audit 2.46s, total 76s, baseline -
09-24 06:57:34   V1 org.apache.dubbo.rpc.Invoker::7: FAILED_SYNTACTIC_VALIDITY  model 18.62s (4 calls), audit 0s, total 31s, baseline reused  | Compilation did not pass / ±àÒëÎ´Í¨¹ı
09-24 06:59:46   V2 org.apache.dubbo.config.context.ConfigManager::1: FAILED_SYNTACTIC_VALIDITY  model 94.28s (13 calls), audit 0s, total 132s, baseline reused  | Compilation did not pass / ±àÒëÎ´Í¨¹ı
09-24 07:01:36   V1 org.apache.dubbo.config.context.ConfigManager::1: SUCCESS  model 30.53s (9 calls), audit 2.23s, total 110s, baseline reused
09-24 07:04:33   V2 org.apache.dubbo.registry.NotifyListener::1: SUCCESS  model 22.51s (5 calls), audit 3.78s, total 177s, baseline -
09-24 07:04:52   V1 org.apache.dubbo.registry.NotifyListener::1: FAILED_SYNTACTIC_VALIDITY  model 18.88s (4 calls), audit 0s, total 19s, baseline -  | Model's edits could not be applied / Ä£ĞÍ¸ø³öµÄ±à¼­ÎŞ·¨Ó¦ÓÃ: V1 output could not be written back: dubbo-registry\dubbo-registry-api\src\test\java\org\apache\dubbo\registry
09-24 07:08:45   V2 org.apache.dubbo.registry.NotifyListener::2: SUCCESS  model 123.56s (25 calls), audit 2.45s, total 233s, baseline reused
09-24 07:11:42   V1 org.apache.dubbo.registry.NotifyListener::2: FAILED_SYNTACTIC_VALIDITY  model 139.78s (23 calls), audit 0s, total 177s, baseline reused  | Compilation did not pass / ±àÒëÎ´Í¨¹ı
09-24 07:14:45   V2 org.apache.dubbo.registry.NotifyListener::3: SUCCESS  model 6.83s (2 calls), audit 3.13s, total 183s, baseline -
09-24 07:16:33   V1 org.apache.dubbo.registry.NotifyListener::3: FAILED_BEHAVIORAL_EQUIVALENCE  model 20.96s (4 calls), audit 0s, total 109s, baseline reused  | Test execution did not pass / ²âÊÔÖ´ĞĞÎ´Í¨¹ı
09-24 07:17:57   V2 org.apache.dubbo.rpc.Protocol::1: SUCCESS  model 38.55s (7 calls), audit 2.5s, total 83s, baseline -
09-24 07:18:31   V1 org.apache.dubbo.rpc.Protocol::1: FAILED_SYNTACTIC_VALIDITY  model 23.95s (5 calls), audit 0s, total 34s, baseline reused  | Compilation did not pass / ±àÒëÎ´Í¨¹ı
09-24 07:18:57   V2 org.apache.dubbo.common.extension.ExtensionLoader<org.apache.dubbo.registry.integration.RegistryProtocolListener>::1: MODEL_DECLINED  model 25.94s (2 calls), audit 0s, total 26s, baseline -  | No stage produced an applicable edit / Ã»ÓĞÈÎºÎ½×¶Î²ú³ö¿ÉÓ¦ÓÃµÄ±à¼­
09-24 07:20:51   V1 org.apache.dubbo.common.extension.ExtensionLoader<org.apache.dubbo.registry.integration.RegistryProtocolListener>::1: SUCCESS  model 31.13s (6 calls), audit 2.18s, total 114s, baseline reused
09-24 07:21:48   V2 org.apache.dubbo.auth.AccessKeyAuthenticator::1: SUCCESS  model 32.39s (4 calls), audit 2.61s, total 57s, baseline reused
09-24 07:22:41   V1 org.apache.dubbo.auth.AccessKeyAuthenticator::1: SUCCESS  model 28.84s (4 calls), audit 2.28s, total 52s, baseline reused
09-24 07:24:08   V2 NamingService::1: FAILED_SYNTACTIC_VALIDITY  model 47.99s (4 calls), audit 0s, total 87s, baseline reused  | Compilation did not pass / ±àÒëÎ´Í¨¹ı
09-24 07:24:18   V1 NamingService::1: MODEL_DECLINED  model 10.17s (2 calls), audit 0s, total 10s, baseline -  | V1: The reusable method requires serviceName and instance, which are declared inside the try block. Inserting the helper call there would make namingService una
09-24 07:26:22   V2 NamingService::2: FAILED_SYNTACTIC_VALIDITY  model 65.83s (5 calls), audit 0s, total 107s, baseline reused  | Compilation did not pass / ±àÒëÎ´Í¨¹ı
09-24 07:26:39   V1 NamingService::2: MODEL_DECLINED  model 16.64s (2 calls), audit 0s, total 17s, baseline -  | V1: The reusable method requires serviceName, registryUrl, and instances, which are declared inside the try block, but namingService is used after the try block
09-24 07:29:55   V2 NamingService::3: FAILED_BEHAVIORAL_EQUIVALENCE  model 22.89s (2 calls), audit 0s, total 196s, baseline -  | Test execution did not pass / ²âÊÔÖ´ĞĞÎ´Í¨¹ı
09-24 07:31:35   V1 NamingService::3: FAILED_BEHAVIORAL_EQUIVALENCE  model 15.89s (3 calls), audit 0s, total 100s, baseline reused  | Test execution did not pass / ²âÊÔÖ´ĞĞÎ´Í¨¹ı
09-24 07:33:26   V2 NamingService::4: FAILED_BEHAVIORAL_EQUIVALENCE  model 25.37s (2 calls), audit 0s, total 112s, baseline reused  | Test execution did not pass / ²âÊÔÖ´ĞĞÎ´Í¨¹ı
09-24 07:35:34   V1 NamingService::4: FAILED_BEHAVIORAL_EQUIVALENCE  model 41.75s (7 calls), audit 0s, total 128s, baseline reused  | Test execution did not pass / ²âÊÔÖ´ĞĞÎ´Í¨¹ı
09-24 07:37:02   V2 org.apache.dubbo.rpc.Invoker<org.apache.dubbo.rpc.cluster.StickyTest>::1: SUCCESS  model 34.19s (4 calls), audit 2.53s, total 88s, baseline -
09-24 07:37:18   V1 org.apache.dubbo.rpc.Invoker<org.apache.dubbo.rpc.cluster.StickyTest>::1: MODEL_DECLINED  model 15.67s (2 calls), audit 0s, total 16s, baseline -  | V1: The helper creates a new Invoker instance, but the existing invoker1 instance is added to invokers in @BeforeEach before the test runs. Reassigning invoker1
09-24 07:41:32   V2 javax.sql.DataSource::1: SUCCESS  model 49.97s (5 calls), audit 2.05s, total 254s, baseline reused
09-24 07:44:03   V1 javax.sql.DataSource::1: SUCCESS  model 12.88s (4 calls), audit 2.32s, total 151s, baseline reused
09-24 07:46:35   V2 org.apache.dubbo.registry.integration.DynamicDirectory::1: FAILED_BEHAVIORAL_EQUIVALENCE  model 74.92s (6 calls), audit 0s, total 152s, baseline reused  | Test execution did not pass / ²âÊÔÖ´ĞĞÎ´Í¨¹ı
09-24 07:47:08   V1 org.apache.dubbo.registry.integration.DynamicDirectory::1: MODEL_DECLINED  model 33.33s (4 calls), audit 0s, total 33s, baseline -  | V1: The reusable method requires invokers, but invokers is declared after directory is first used in the invoker.getDirectory() stub.
09-24 07:51:49   V2 org.apache.dubbo.qos.api.CommandContext::1: SUCCESS  model 25.64s (6 calls), audit 2.63s, total 281s, baseline -
09-24 07:53:19   V1 org.apache.dubbo.qos.api.CommandContext::1: FAILED_SYNTACTIC_VALIDITY  model 30.16s (5 calls), audit 0s, total 90s, baseline reused  | Compilation did not pass / ±àÒëÎ´Í¨¹ı
09-24 07:54:57   V2 EventListener::1: SUCCESS  model 7.42s (2 calls), audit 2.58s, total 98s, baseline reused
09-24 07:56:53   V1 EventListener::1: SUCCESS  model 21.95s (4 calls), audit 8.5s, total 116s, baseline reused
09-24 07:58:03   V2 org.apache.dubbo.rpc.protocol.tri.observer.CallStreamObserver<java.lang.String>::1: SUCCESS  model 7.62s (2 calls), audit 3.75s, total 70s, baseline reused
09-24 07:59:41   V1 org.apache.dubbo.rpc.protocol.tri.observer.CallStreamObserver<java.lang.String>::1: FAILED_BEHAVIORAL_EQUIVALENCE  model 36.6s (7 calls), audit 0s, total 98s, baseline reused  | Test execution did not pass / ²âÊÔÖ´ĞĞÎ´Í¨¹ı
09-24 08:00:49   V2 org.apache.dubbo.rpc.protocol.tri.observer.CallStreamObserver<java.lang.String>::2: SUCCESS  model 7.32s (2 calls), audit 3.21s, total 69s, baseline reused
09-24 08:02:26   V1 org.apache.dubbo.rpc.protocol.tri.observer.CallStreamObserver<java.lang.String>::2: FAILED_BEHAVIORAL_EQUIVALENCE  model 37.22s (7 calls), audit 0s, total 97s, baseline reused  | Test execution did not pass / ²âÊÔÖ´ĞĞÎ´Í¨¹ı
09-24 08:06:05   V2 org.apache.dubbo.rpc.cluster.Directory<org.apache.dubbo.rpc.cluster.filter.DemoService>::1: SUCCESS  model 129.62s (7 calls), audit 4.46s, total 203s, baseline -
09-24 08:06:52   V1 org.apache.dubbo.rpc.cluster.Directory<org.apache.dubbo.rpc.cluster.filter.DemoService>::1: FAILED_SYNTACTIC_VALIDITY  model 47.6s (5 calls), audit 0s, total 48s, baseline -  | Model's edits could not be applied / Ä£ĞÍ¸ø³öµÄ±à¼­ÎŞ·¨Ó¦ÓÃ: V1 output could not be written back: dubbo-cluster\src\test\java\org\apache\dubbo\rpc\cluster\support\BroadCas
09-24 08:08:28   V2 java.util.concurrent.ExecutorService::1: SUCCESS  model 46.7s (5 calls), audit 3.1s, total 96s, baseline -
09-24 08:09:07   V1 java.util.concurrent.ExecutorService::1: FAILED_SYNTACTIC_VALIDITY  model 27.73s (3 calls), audit 0s, total 39s, baseline reused  | Compilation did not pass / ±àÒëÎ´Í¨¹ı
09-24 08:11:54   V2 HttpRequest::1: SUCCESS  model 23.65s (4 calls), audit 1.93s, total 167s, baseline reused
09-24 08:12:17   V1 HttpRequest::1: SUCCESS  model 20.89s (4 calls), audit 2.47s, total 24s, baseline reused
09-24 08:13:34   V2 org.apache.dubbo.common.logger.Logger::1: SUCCESS  model 38.56s (4 calls), audit 2.43s, total 76s, baseline -
09-24 08:14:17   V1 org.apache.dubbo.common.logger.Logger::1: FAILED_SYNTACTIC_VALIDITY  model 32.31s (3 calls), audit 0s, total 43s, baseline reused  | Compilation did not pass / ±àÒëÎ´Í¨¹ı
09-24 08:15:07   V2 org.apache.dubbo.common.logger.Logger::2: FAILED_SYNTACTIC_VALIDITY  model 39.54s (4 calls), audit 0s, total 50s, baseline reused  | Compilation did not pass / ±àÒëÎ´Í¨¹ı
09-24 08:15:38   V1 org.apache.dubbo.common.logger.Logger::2: FAILED_SYNTACTIC_VALIDITY  model 20.85s (3 calls), audit 0s, total 31s, baseline reused  | Compilation did not pass / ±àÒëÎ´Í¨¹ı
09-24 08:16:24   V2 org.apache.dubbo.common.logger.Logger::3: FAILED_SYNTACTIC_VALIDITY  model 36.12s (4 calls), audit 0s, total 47s, baseline reused  | Compilation did not pass / ±àÒëÎ´Í¨¹ı
09-24 08:17:01   V1 org.apache.dubbo.common.logger.Logger::3: FAILED_SYNTACTIC_VALIDITY  model 26.18s (3 calls), audit 0s, total 37s, baseline reused  | Compilation did not pass / ±àÒëÎ´Í¨¹ı
09-24 08:18:10   V2 org.apache.dubbo.rpc.cluster.router.mesh.route.MeshEnvListener::1: SUCCESS  model 32.95s (4 calls), audit 3.05s, total 70s, baseline reused
09-24 08:19:07   V1 org.apache.dubbo.rpc.cluster.router.mesh.route.MeshEnvListener::1: SUCCESS  model 25.69s (4 calls), audit 2.39s, total 57s, baseline reused
09-24 08:20:35   V2 org.apache.dubbo.monitor.MonitorFactory::1: SUCCESS  model 37.15s (5 calls), audit 2.46s, total 87s, baseline -
09-24 08:21:30   V1 org.apache.dubbo.monitor.MonitorFactory::1: SUCCESS  model 26.73s (5 calls), audit 3.03s, total 55s, baseline reused
09-24 08:23:05   V2 org.apache.dubbo.rpc.cluster.Cluster::1: SUCCESS  model 8.84s (2 calls), audit 2.73s, total 95s, baseline reused
09-24 08:24:41   V1 org.apache.dubbo.rpc.cluster.Cluster::1: FAILED_BEHAVIORAL_EQUIVALENCE  model 18.35s (4 calls), audit 0s, total 96s, baseline reused  | Test execution did not pass / ²âÊÔÖ´ĞĞÎ´Í¨¹ı
09-24 08:25:23   V2 org.apache.dubbo.monitor.Monitor::1: SUCCESS  model 12.15s (2 calls), audit 6.13s, total 42s, baseline reused
09-24 08:26:10   V1 org.apache.dubbo.monitor.Monitor::1: SUCCESS  model 11.78s (4 calls), audit 10.59s, total 47s, baseline reused
09-24 08:28:46   V2 ChannelPipeline::1: SUCCESS  model 5.6s (2 calls), audit 2.79s, total 137s, baseline reused
09-24 08:31:15   V1 ChannelPipeline::1: FAILED_BEHAVIORAL_EQUIVALENCE  model 17.03s (3 calls), audit 0s, total 150s, baseline reused  | Test execution did not pass / ²âÊÔÖ´ĞĞÎ´Í¨¹ı
09-24 08:36:15   V2 org.apache.dubbo.config.spring.status.SpringStatusCheckerTest.ApplicationLifeCycle::1: SUCCESS  model 22.96s (4 calls), audit 2.35s, total 299s, baseline -
09-24 08:38:44   V1 org.apache.dubbo.config.spring.status.SpringStatusCheckerTest.ApplicationLifeCycle::1: SUCCESS  model 15.06s (4 calls), audit 2.52s, total 149s, baseline reused
09-24 08:42:08   V2 org.apache.dubbo.registry.RegistryFactory::1: FAILED_SYNTACTIC_VALIDITY  model 169.07s (12 calls), audit 0s, total 204s, baseline reused  | Compilation did not pass / ±àÒëÎ´Í¨¹ı
09-24 08:42:57   V1 org.apache.dubbo.registry.RegistryFactory::1: MODEL_DECLINED  model 48.75s (4 calls), audit 0s, total 49s, baseline -  | V1: registryFactory is used before the recommended insertion point, but moving the helper call before that use would evaluate registryProtocol.getRegistryUrl(ur
09-24 08:46:38   V2 org.apache.dubbo.rpc.cluster.Directory<org.apache.dubbo.rpc.cluster.support.FailbackClusterInvokerTest>::1: FAILED_BEHAVIORAL_EQUIVALENCE  model 108.2s (10 calls), audit 0s, total 220s, baseline -  | Test execution did not pass / ²âÊÔÖ´ĞĞÎ´Í¨¹ı
09-24 08:47:43   V1 org.apache.dubbo.rpc.cluster.Directory<org.apache.dubbo.rpc.cluster.support.FailbackClusterInvokerTest>::1: FAILED_SYNTACTIC_VALIDITY  model 64.75s (8 calls), audit 0s, total 65s, baseline -  | Model's edits could not be applied / Ä£ĞÍ¸ø³öµÄ±à¼­ÎŞ·¨Ó¦ÓÃ: V1 output could not be written back: dubbo-cluster\src\test\java\org\apache\dubbo\rpc\cluster\support\Failback
09-24 08:49:26   V2 org.apache.dubbo.rpc.cluster.Directory::1: SUCCESS  model 20.34s (4 calls), audit 2.63s, total 103s, baseline reused
09-24 08:49:39   V1 org.apache.dubbo.rpc.cluster.Directory::1: MODEL_DECLINED  model 12.69s (2 calls), audit 0s, total 13s, baseline -  | V1: stub does not match reusable method: createMockDirectory requires invokerList, but invokerList is not declared before newDirectory is first used.
09-24 08:50:50   V2 org.apache.dubbo.rpc.model.StubMethodDescriptor::1: SUCCESS  model 7.44s (2 calls), audit 2.34s, total 72s, baseline reused
09-24 08:52:27   V1 org.apache.dubbo.rpc.model.StubMethodDescriptor::1: SUCCESS  model 26.01s (6 calls), audit 9.29s, total 97s, baseline reused
09-24 08:53:35   V2 org.apache.dubbo.config.nested.ExporterConfig.ZipkinConfig::1: FAILED_SYNTACTIC_VALIDITY  model 29.8s (4 calls), audit 0s, total 67s, baseline -  | Compilation did not pass / ±àÒëÎ´Í¨¹ı
09-24 08:54:07   V1 org.apache.dubbo.config.nested.ExporterConfig.ZipkinConfig::1: FAILED_SYNTACTIC_VALIDITY  model 20.61s (3 calls), audit 0s, total 32s, baseline reused  | Compilation did not pass / ±àÒëÎ´Í¨¹ı
09-24 08:55:33   V2 org.apache.dubbo.registry.client.migration.MigrationInvoker<?>::1: SUCCESS  model 7.42s (2 calls), audit 3.19s, total 85s, baseline reused
09-24 08:57:14   V1 org.apache.dubbo.registry.client.migration.MigrationInvoker<?>::1: FAILED_BEHAVIORAL_EQUIVALENCE  model 25.65s (4 calls), audit 0s, total 101s, baseline reused  | Test execution did not pass / ²âÊÔÖ´ĞĞÎ´Í¨¹ı
09-24 08:58:40   V2 org.apache.dubbo.registry.client.migration.MigrationInvoker<?>::2: SUCCESS  model 6.91s (2 calls), audit 2.83s, total 87s, baseline reused
09-24 09:00:15   V1 org.apache.dubbo.registry.client.migration.MigrationInvoker<?>::2: SUCCESS  model 13.43s (4 calls), audit 4.62s, total 95s, baseline reused
09-24 09:00:15 pair run: dubbo-3.3.6 pass finished (0 tool errors)
09-24 09:00:36 [L1] project dubbo-3.3.6 finished
09-24 09:00:36 [L1] lane finished
09-24 09:01:35 pair run: cloudstack, 1828 MCIs, 1828 to do, model gpt-5.6-luna, reverse
